Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
14,tt0356453,2025-06-11,2025-06-11,,"Cama adentro","Cama adentro",https://www.imdb.com/title/tt0356453/,Movie,7.0,83,2004,"Drama",1018,2005-05-26,"Jorge Gaggero",,
15,tt3011894,2025-06-11,2025-06-11,,"Wild Tales","Relatos salvajes",https://www.imdb.com/title/tt3011894/,Movie,8.1,122,2014,"Comedy, Drama, Thriller",232783,2014-08-21,"Damián Szifron",9,2024-10-22
16,tt4823434,2025-06-11,2025-06-11,,"Tigers Are Not Afraid","Vuelven",https://www.imdb.com/title/tt4823434/,Movie,6.9,83,2017,"Fantasy, Horror, Mystery",9998,2019-12-03,"Issa López",,
17,tt0245574,2025-06-11,2025-06-11,,"Y tu mamá también","Y tu mamá también",https://www.imdb.com/title/tt0245574/,Movie,7.7,106,2001,"Drama",137617,2001-06-08,"Alfonso Cuarón",8,2020-07-22
18,tt0071615,2025-06-11,2025-06-11,,"The Holy Mountain","La montaña sagrada",https://www.imdb.com/title/tt0071615/,Movie,7.7,114,1973,"Adventure, Drama, Fantasy",51225,1975-07-11,"Alejandro Jodorowsky",,
19,tt0104815,2025-06-11,2025-06-11,,"El Mariachi","El mariachi",https://www.imdb.com/title/tt0104815/,Movie,6.8,81,1992,"Action, Crime, Thriller",73887,1993-02-26,"Robert Rodriguez",,
20,tt11394282,2025-06-11,2025-06-11,,"Identifying Features","Sin señas particulares",https://www.imdb.com/title/tt11394282/,Movie,7.3,99,2020,"Drama",2716,2021-01-15,"Fernanda Valadez",,
21,tt0054042,2025-06-11,2025-06-11,,"Macario","Macario",https://www.imdb.com/title/tt0054042/,Movie,8.3,91,1960,"Drama, Fantasy, Mystery",4941,1960-06-09,"Roberto Gavaldón",,
22,tt0048037,2025-06-11,2025-06-11,,"The Criminal Life of Archibaldo de la Cruz","Ensayo de un crimen",https://www.imdb.com/title/tt0048037/,Movie,7.6,89,1955,"Comedy, Crime, Drama",6275,1955-05-19,"Luis Buñuel",,
23,tt0390221,2025-06-11,2025-06-11,,"Maria Full of Grace","Maria Full of Grace",https://www.imdb.com/title/tt0390221/,Movie,7.4,101,2004,"Crime, Drama",37191,2004-08-06,"Joshua Marston",,
24,tt1556190,2025-06-11,2025-06-11,,"Nostalgia for the Light","Nostalgia de la luz",https://www.imdb.com/title/tt1556190/,Movie,7.6,90,2010,"Documentary",6445,2011-03-17,"Patricio Guzmán",,
25,tt3409848,2025-06-11,2025-06-11,,"Zama","Zama",https://www.imdb.com/title/tt3409848/,Movie,6.7,115,2017,"Drama, History",7555,2017-09-28,"Lucrecia Martel",,
26,tt9057808,2025-06-11,2025-06-11,,"Los lobos","Los lobos",https://www.imdb.com/title/tt9057808/,Movie,7.2,95,2019,"Drama",1337,2021-06-10,"Samuel Kishi",,
27,tt0063291,2025-06-11,2025-06-11,,"Memories of Underdevelopment","Memorias del subdesarrollo",https://www.imdb.com/title/tt0063291/,Movie,7.6,97,1968,"Drama",5211,1973-05-17,"Tomás Gutiérrez Alea",,
